Referência,Quartos,Banheiros,Suítes,Vagas de Garagem,Bairro,Área Total,Valor Venda
150590-4,3,2,1,1,Jardim Carvalho,96,230000
98838-4,1,2,0,2,Chapada,462,230000
132601-4,3,3,1,2,Uvaranas,173,230000
142713-4,3,2,1,2,Olarias,101,230000
142714-4,3,2,1,2,Olarias,101,230000
142715-4,3,2,1,2,Olarias,101,230000
119075-4,3,2,0,2,Chapada,93,230000
119096-4,3,2,0,2,Boa Vista,105,230000
142519-4,3,2,1,2,Uvaranas,91,230000
150488-4,3,2,0,2,Oficinas,100,230000
146137-4,3,2,0,2,Oficinas,82,230000
144626-4,3,2,0,3,Colônia Dona Luiza,110,230000
147796-4,3,1,1,1,Ronda,107,230000
110465-4,3,1,1,3,Uvaranas,91,230000
128592-4,3,2,0,1,Uvaranas,173,230000
31975-4,2,1,0,2,Jardim Carvalho,241,230000
143483-4,2,1,0,6,Jardim Carvalho,241,230000
142551-4,2,1,0,1,Jardim Carvalho,100,230000
143496-4,3,1,0,2,Chapada,100,230000
119234-4,3,1,0,2,Uvaranas,90,230000
145519-4,2,1,0,1,Oficinas,70,230000
154193-4,3,2,1,2,Jardim Carvalho,76,230000
129703-4,3,3,1,2,Chapada,93,230000
86120-4,3,1,0,1,Oficinas,200,230000
129164-4,3,1,0,1,Ronda,74,230000
142900-4,2,1,0,3,Contorno / Sta. Paula,213,230000
145984-4,3,1,0,2,Contorno / Sta. Paula,134,230000
146936-4,2,2,1,1,Contorno / Sta. Paula,200,230000
132736-4,3,1,1,2,Jardim Carvalho,90,230000
147874-4,2,1,0,2,Oficinas,85,230000
109568-4,3,2,0,1,Jardim Carvalho,80,230000
134947-4,3,2,1,1,Uvaranas,100,230000
109583-4,4,1,0,2,Boa Vista,219,230000
96875-4,3,1,1,1,Cará-cará,121,230000
106851-4,2,2,0,2,Neves,88,230000
109618-4,5,2,0,1,Nova Rússia,237,230000
126115-4,2,2,1,2,Oficinas,88,230000
128889-4,5,3,0,5,Nova Rússia,237,230000
151577-4,2,2,0,2,Neves,70,230000
154289-4,3,2,1,2,Orfãs,324,230000
146261-4,2,2,0,1,Neves,140,230000
132561-4,2,2,0,1,Uvaranas,130,230000
154297-4,2,1,0,1,Oficinas,241,230000
154055-4,3,1,1,1,Olarias,196,230000
147455-4,2,2,0,2,Contorno / Sta. Paula,100,230000
130356-4,2,2,0,2,Neves,90,230000
98035-4,2,2,0,1,Neves,178,230000
127437-4,4,1,0,2,Uvaranas,65,230000
134303-4,3,1,0,2,Boa Vista,462,230000
148958-4,3,3,0,3,Orfãs,66,225000
145664-4,3,2,0,2,Uvaranas,173,225000
131511-4,2,1,0,1,Estrela,144,225000
96008-4,4,1,0,2,Cará-cará,264,225000
133665-4,3,2,0,1,Uvaranas,65,225000
146683-4,4,3,0,4,Boa Vista,264,225000
150726-4,3,2,0,2,Uvaranas,173,225000
106382-4,3,2,0,2,Oficinas,241,225000
111175-4,3,2,1,1,Uvaranas,114,225000
145214-4,3,2,0,2,Uvaranas,75,225000
127378-4,3,2,0,2,Colônia Dona Luiza,324,220408
131909-4,3,2,1,4,Jardim Carvalho,124,220000
144104-4,3,1,0,2,Oficinas,48,220000
94528-4,2,1,0,2,Jardim Carvalho,110,220000
78041-4,3,1,0,2,Jardim Carvalho,294,220000
146359-4,3,1,0,2,Nova Rússia,237,220000
125774-4,3,2,0,2,Uvaranas,103,220000
119126-4,3,2,0,2,Nova Rússia,105,220000
119129-4,3,2,0,2,Uvaranas,76,220000
119954-4,3,1,1,1,Uvaranas,231,220000
120424-4,2,1,0,2,Jardim Carvalho,59,220000
127685-4,2,1,0,2,Olarias,80,220000
143710-4,3,2,0,2,Chapada,212,220000
131967-4,4,1,0,2,Boa Vista,110,220000
147129-4,3,2,1,2,Uvaranas,300,220000
109368-4,3,2,0,2,Chapada,212,220000
119260-4,3,2,0,2,Contorno / Sta. Paula,90,220000
134903-4,2,2,0,4,Neves,210,220000
110551-4,1,2,1,1,Uvaranas,686,220000
147148-4,2,1,0,2,Contorno / Sta. Paula,104,220000
151337-4,3,1,0,2,Contorno / Sta. Paula,177,220000
144734-4,4,1,0,2,Chapada,189,220000
143809-4,3,2,0,2,Boa Vista,263,220000
143365-4,2,1,0,1,Chapada,200,220000
146171-4,3,1,0,2,Uvaranas,173,220000
147228-4,2,1,0,2,Cará-cará,87,220000
133562-4,3,2,1,1,Uvaranas,78,218000
107704-4,3,1,0,1,Uvaranas,63,218000
151031-4,3,2,1,2,Uvaranas,78,218000
153589-4,3,1,0,2,Jardim Carvalho,80,215000
143865-4,2,2,0,1,Estrela,62,215000
143404-4,1,1,0,2,Neves,45,215000
102821-4,3,1,0,1,Estrela,70,215000
145663-4,3,3,0,3,Estrela,62,215000
125772-4,3,2,0,2,Jardim Carvalho,144,215000
148447-4,2,1,0,2,Cará-cará,93,215000
31974-4,2,1,0,1,Jardim Carvalho,241,215000
125214-4,2,1,0,1,Jardim Carvalho,123,215000
128910-4,4,2,1,2,Neves,178,215000
133318-4,2,2,0,2,Nova Rússia,93,212000
107380-4,2,2,0,2,Nova Rússia,198,212000
151325-4,2,2,0,2,Orfãs,324,212000
133317-4,2,1,0,2,Uvaranas,70,210000
133577-4,3,2,0,1,Olarias,311,210000
27565-4,2,1,0,1,Jardim Carvalho,287,210000
119190-4,3,2,0,2,Boa Vista,150,210000
125880-4,2,2,0,2,Oficinas,70,210000
130426-4,3,1,0,2,Boa Vista,90,210000
119283-4,3,2,0,2,Uvaranas,80,210000
146705-4,2,1,1,3,Orfãs,54,210000
130281-4,3,2,1,2,Chapada,93,210000
142606-4,3,2,0,2,Contorno / Sta. Paula,93,210000
150379-4,3,2,1,2,Cará-cará,121,210000
134497-4,3,2,1,2,Cará-cará,300,210000
148361-4,2,2,0,1,Neves,74,210000
106517-4,3,2,0,2,Oficinas,241,210000
106519-4,3,2,0,2,Oficinas,241,210000
134282-4,3,2,0,2,Jardim Carvalho,241,210000
132377-4,3,1,0,2,Boa Vista,110,207000
132514-4,3,1,0,1,Boa Vista,119,207000
129302-4,2,1,0,1,Uvaranas,173,205000
127040-4,3,2,0,2,Colônia Dona Luiza,300,204000
118984-4,3,2,0,3,Centro,67,200000
128316-4,3,2,0,2,Contorno / Sta. Paula,90,200000
134547-4,3,2,1,2,Uvaranas,100,200000
153562-4,2,1,0,2,Boa Vista,60,200000
107135-4,3,1,0,2,Nova Rússia,432,200000
143869-4,3,1,1,3,Cará-cará,85,200000
105326-4,3,2,0,2,Jardim Carvalho,462,200000
146106-4,2,1,0,2,Ronda,120,200000
154834-4,3,2,1,2,Uvaranas,102,200000
147319-4,2,2,0,2,Uvaranas,110,200000
148277-4,3,1,1,2,Uvaranas,525,200000
129707-4,2,2,1,2,Oficinas,104,200000
145088-4,3,1,0,1,Cará-cará,121,200000
109298-4,3,2,0,2,Uvaranas,173,200000
40262-4,3,1,0,1,Uvaranas,60,200000
128231-4,2,1,0,1,Uvaranas,64,200000
131529-4,2,2,0,2,Nova Rússia,462,200000
107386-4,2,1,0,1,Colônia Dona Luiza,86,200000
143052-4,3,2,0,2,Contorno / Sta. Paula,104,200000
127923-4,2,1,0,2,Boa Vista,371,200000
22220-4,3,2,1,1,Uvaranas,100,200000
151328-4,2,2,0,2,Boa Vista,219,200000
119296-4,2,1,0,2,Cará-cará,63,200000
109465-4,3,2,0,2,Uvaranas,173,200000
133648-4,2,1,0,1,Uvaranas,476,200000
130028-4,2,1,0,2,Contorno / Sta. Paula,312,200000
109569-4,3,2,0,2,Chapada,432,200000
132509-4,4,1,0,2,Oficinas,512,200000
146947-4,2,1,0,3,Orfãs,70,200000
146484-4,3,2,1,1,Jardim Carvalho,72,200000
127975-4,3,1,0,2,Neves,100,200000
127976-4,3,1,0,2,Olarias,75,200000
118914-4,3,1,0,2,Chapada,90,200000
102275-4,3,2,1,1,Uvaranas,173,200000
142667-4,4,3,0,2,Chapada,360,200000
151029-4,2,1,0,2,Contorno / Sta. Paula,60,200000
151034-4,2,1,0,1,Contorno / Sta. Paula,83,200000
133617-4,3,2,1,3,Cará-cará,121,199000
145310-4,3,2,1,2,Oficinas,64,199000
134161-4,3,1,0,2,Estrela,68,199000
107423-4,3,2,0,1,Jardim Carvalho,241,199000
126574-4,3,2,0,1,Uvaranas,173,199000
148197-4,3,2,0,2,Oficinas,241,198000
147084-4,3,2,0,2,Oficinas,241,198000
151338-4,3,2,0,3,Centro,384,198000
147618-4,3,2,0,2,Oficinas,80,198000
142607-4,3,1,0,2,Uvaranas,63,198000
151642-4,3,1,1,1,Uvaranas,90,198000
127246-4,3,2,0,2,Jardim Carvalho,305,197000
143191-4,4,2,0,2,Cará-cará,300,195000
21329-4,3,1,0,2,Neves,110,195000
131023-4,3,2,0,2,Uvaranas,173,195000
134353-4,3,2,0,2,Chapada,212,195000
151282-4,3,1,0,1,Cará-cará,80,195000
133666-4,3,2,0,1,Uvaranas,65,195000
107429-4,3,1,0,2,Jardim Carvalho,241,195000
151327-4,3,2,0,2,Uvaranas,173,195000
130020-4,3,2,0,2,Colônia Dona Luiza,130,195000
146456-4,2,2,0,2,Contorno / Sta. Paula,300,195000
119342-4,3,2,0,2,Chapada,117,195000
142689-4,3,1,0,2,Contorno / Sta. Paula,51,190000
154757-4,3,2,1,3,Cará-cará,65,190000
145868-4,1,1,0,5,Ronda,396,190000
147242-4,3,2,0,2,Boa Vista,219,190000
147716-4,2,2,0,2,Ronda,160,190000
109852-4,3,1,0,2,Uvaranas,173,190000
135042-4,3,2,1,3,Oficinas,241,190000
146565-4,3,1,1,1,Uvaranas,100,190000
143657-4,3,2,1,2,Uvaranas,81,190000
154353-4,3,1,1,1,Jardim Carvalho,70,190000
153612-4,3,2,0,2,Oficinas,241,190000
107205-4,3,1,0,1,Neves,660,190000
132033-4,3,2,1,3,Oficinas,65,190000
125340-4,3,1,0,2,Uvaranas,80,190000
130212-4,3,2,2,1,Uvaranas,80,190000
134365-4,2,1,0,1,Ronda,70,190000
146183-4,3,2,0,2,Uvaranas,173,190000
126828-4,3,2,0,1,Contorno / Sta. Paula,108,190000
119256-4,3,2,0,2,Nova Rússia,63,190000
134428-4,2,1,0,2,Cará-cará,465,190000
145774-4,2,3,1,7,Ronda,100,190000
104238-4,2,1,0,1,Ronda,225,190000
130700-4,2,3,1,1,Uvaranas,173,190000
148145-4,2,1,0,2,Ronda,70,190000
144520-4,2,1,0,2,Jardim Carvalho,66,190000
154940-4,2,1,0,2,Uvaranas,100,190000
104626-4,3,1,0,2,Uvaranas,80,190000
129364-4,2,1,0,1,Uvaranas,128,190000
125584-4,2,1,0,1,Ronda,70,190000
132068-4,3,2,0,2,Uvaranas,115,190000
142894-4,2,2,1,2,Neves,160,190000
145196-4,3,1,0,1,Uvaranas,126,190000
92137-4,3,1,0,3,Uvaranas,173,190000
145861-4,3,1,0,2,Uvaranas,173,189000
151026-4,3,1,0,1,Uvaranas,78,189000
146325-4,3,2,1,1,Uvaranas,173,185000
105571-4,3,2,0,1,Cará-cará,90,185000
145665-4,3,2,0,2,Uvaranas,173,185000
135075-4,3,1,0,2,Contorno / Sta. Paula,63,185000
126653-4,2,1,0,2,Uvaranas,80,185000
27472-4,2,1,0,1,Olarias,429,185000
145731-4,3,2,0,2,Uvaranas,453,185000
149068-4,3,1,0,1,Uvaranas,66,185000
86908-4,3,1,0,2,Uvaranas,70,185000
154901-4,2,2,0,1,Uvaranas,60,185000
150727-4,3,2,0,2,Uvaranas,173,185000
130250-4,3,1,0,1,Neves,70,185000
146248-4,3,2,0,2,Uvaranas,173,185000
150916-4,2,1,0,2,Uvaranas,66,185000
117890-4,3,2,0,2,Uvaranas,70,185000
145189-4,2,2,0,1,Uvaranas,66,185000
144557-4,3,3,0,1,Contorno / Sta. Paula,476,185000
154684-4,2,2,1,1,Cará-cará,121,182900
127069-4,2,1,0,2,Jardim Carvalho,144,180000
129004-4,3,1,1,2,Uvaranas,173,180000
132478-4,2,1,0,1,Uvaranas,65,180000
154615-4,3,2,0,2,Oficinas,241,180000
98455-4,3,2,0,1,Uvaranas,320,180000
107911-4,3,1,0,2,Uvaranas,173,180000
146566-4,3,1,0,1,Colônia Dona Luiza,24,180000
155035-4,2,1,0,1,Uvaranas,90,180000
134314-4,3,2,0,2,Oficinas,74,180000
107160-4,2,2,0,2,Neves,63,180000
135056-4,3,2,1,3,Cará-cará,200,180000
119064-4,3,1,0,2,Contorno / Sta. Paula,92,180000
146102-4,3,1,0,2,Oficinas,64,180000
20947-4,3,2,0,2,Uvaranas,231,180000
127596-4,2,1,0,1,Neves,105,180000
154807-4,2,1,0,2,Contorno / Sta. Paula,250,180000
130163-4,3,1,0,2,Colônia Dona Luiza,120,180000
129921-4,2,1,1,2,Olarias,250,180000
147767-4,3,1,2,1,Ronda,225,180000
131724-4,3,1,0,1,Cará-cará,100,180000
126637-4,1,2,0,3,Centro,100,180000
134599-4,2,1,0,2,Neves,52,180000
151271-4,2,1,0,2,Uvaranas,55,180000
147097-4,3,2,0,2,Jardim Carvalho,300,180000
27560-4,2,1,0,1,Contorno / Sta. Paula,150,180000
132965-4,2,1,0,1,Uvaranas,85,180000
127721-4,2,1,0,1,Olarias,196,180000
40044-4,2,1,0,1,Uvaranas,173,180000
147130-4,3,1,0,2,Jardim Carvalho,241,180000
145110-4,3,1,0,2,Uvaranas,525,180000
150684-4,3,1,0,2,Oficinas,128,180000
128483-4,4,1,1,2,Uvaranas,150,180000
150685-4,3,1,0,2,Jardim Carvalho,275,180000
134902-4,2,1,0,1,Uvaranas,85,180000
85788-4,2,1,0,1,Oficinas,241,180000
130013-4,2,1,0,1,Neves,178,180000
144468-4,2,1,0,1,Uvaranas,80,180000
107449-4,3,1,0,1,Olarias,95,180000
146239-4,2,1,0,2,Uvaranas,80,180000
145548-4,2,1,0,1,Ronda,225,180000
135382-4,3,1,0,1,Cará-cará,115,180000
107564-4,2,1,0,1,Boa Vista,219,180000
132038-4,3,2,0,2,Colônia Dona Luiza,60,180000
